transaction_id,sender_id,receiver_id,amount,timestamp
TXN_000033,money_muling_1200_CYCLE_3_0,money_muling_1200_CYCLE_3_1,18401.13,2026-05-02 11:00:00
TXN_000034,money_muling_1200_CYCLE_3_0,money_muling_1200_CYCLE_3_1,19502.55,2026-05-04 08:00:00
TXN_000035,money_muling_1200_CYCLE_3_0,money_muling_1200_CYCLE_3_1,13376.0,2026-05-02 03:00:00
TXN_000036,money_muling_1200_CYCLE_3_0,money_muling_1200_CYCLE_3_1,5705.64,2026-05-02 05:00:00
TXN_000037,money_muling_1200_CYCLE_3_0,money_muling_1200_CYCLE_3_1,22573.97,2026-05-03 05:00:00
TXN_000038,money_muling_1200_CYCLE_3_1,money_muling_1200_CYCLE_3_2,5418.61,2026-05-04 08:00:00
TXN_000039,money_muling_1200_CYCLE_3_1,money_muling_1200_CYCLE_3_2,15557.01,2026-05-03 06:00:00
TXN_000040,money_muling_1200_CYCLE_3_1,money_muling_1200_CYCLE_3_2,13723.32,2026-05-02 10:00:00
TXN_000041,money_muling_1200_CYCLE_3_1,money_muling_1200_CYCLE_3_2,9852.08,2026-05-03 03:00:00
TXN_000042,money_muling_1200_CYCLE_3_1,money_muling_1200_CYCLE_3_2,5903.21,2026-05-02 05:00:00
TXN_000043,money_muling_1200_CYCLE_3_1,money_muling_1200_CYCLE_3_2,9250.38,2026-05-02 12:00:00
TXN_000044,money_muling_1200_CYCLE_3_2,money_muling_1200_CYCLE_3_0,6356.05,2026-05-03 02:00:00
TXN_000045,money_muling_1200_CYCLE_3_2,money_muling_1200_CYCLE_3_0,9131.3,2026-05-02 21:00:00
TXN_000046,money_muling_1200_CYCLE_3_2,money_muling_1200_CYCLE_3_0,17719.5,2026-05-02 08:00:00
TXN_000047,money_muling_1200_CYCLE_3_2,money_muling_1200_CYCLE_3_0,4254.34,2026-05-03 12:00:00
TXN_000048,money_muling_1200_CYCLE_3_2,money_muling_1200_CYCLE_3_0,21991.07,2026-05-03 20:00:00
TXN_000049,money_muling_1200_CYCLE_3_2,money_muling_1200_CYCLE_3_0,17774.74,2026-05-01 15:00:00
TXN_000050,money_muling_1200_SMURF_IN_1_0,money_muling_1200_SMURF_AGG_1,1706.4,2026-05-02 16:00:00
TXN_000051,money_muling_1200_SMURF_IN_1_1,money_muling_1200_SMURF_AGG_1,1686.27,2026-05-03 22:00:00
TXN_000052,money_muling_1200_SMURF_IN_1_2,money_muling_1200_SMURF_AGG_1,1490.61,2026-05-04 08:00:00
TXN_000053,money_muling_1200_SMURF_IN_1_3,money_muling_1200_SMURF_AGG_1,1389.68,2026-05-03 02:00:00
TXN_000054,money_muling_1200_SMURF_IN_1_4,money_muling_1200_SMURF_AGG_1,1001.53,2026-05-02 03:00:00
TXN_000055,money_muling_1200_SMURF_IN_1_5,money_muling_1200_SMURF_AGG_1,932.23,2026-05-03 08:00:00
TXN_000056,money_muling_1200_SMURF_IN_1_6,money_muling_1200_SMURF_AGG_1,1841.24,2026-05-03 13:00:00
TXN_000057,money_muling_1200_SMURF_IN_1_7,money_muling_1200_SMURF_AGG_1,1457.54,2026-05-02 14:00:00
TXN_000058,money_muling_1200_SMURF_IN_1_8,money_muling_1200_SMURF_AGG_1,1274.53,2026-05-02 13:00:00
TXN_000059,money_muling_1200_SMURF_IN_1_9,money_muling_1200_SMURF_AGG_1,722.19,2026-05-02 01:00:00
TXN_000060,money_muling_1200_SMURF_IN_1_10,money_muling_1200_SMURF_AGG_1,718.78,2026-05-02 01:00:00
TXN_000061,money_muling_1200_SMURF_IN_1_11,money_muling_1200_SMURF_AGG_1,1054.9,2026-05-03 19:00:00
TXN_000062,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_0,1790.28,2026-05-02 11:00:00
TXN_000063,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_1,1515.05,2026-05-03 08:00:00
TXN_000064,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_2,1269.74,2026-05-04 08:00:00
TXN_000065,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_3,813.39,2026-05-03 20:00:00
TXN_000066,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_4,1318.76,2026-05-03 02:00:00
TXN_000067,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_5,950.31,2026-05-03 00:00:00
TXN_000068,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_6,1602.16,2026-05-02 16:00:00
TXN_000069,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_7,1823.17,2026-05-02 12:00:00
TXN_000070,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_8,1182.35,2026-05-03 00:00:00
TXN_000071,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_9,1627.03,2026-05-02 17:00:00
TXN_000072,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_10,574.42,2026-05-03 05:00:00
TXN_000073,money_muling_1200_SMURF_AGG_1,money_muling_1200_SMURF_OUT_1_11,1609.9,2026-05-03 18:00:00
TXN_000074,money_muling_1200_SMURF_IN_2_0,money_muling_1200_SMURF_AGG_2,1157.78,2026-05-01 16:00:00
TXN_000075,money_muling_1200_SMURF_IN_2_1,money_muling_1200_SMURF_AGG_2,903.48,2026-05-02 12:00:00
TXN_000076,money_muling_1200_SMURF_IN_2_2,money_muling_1200_SMURF_AGG_2,1926.25,2026-05-03 21:00:00
TXN_000077,money_muling_1200_SMURF_IN_2_3,money_muling_1200_SMURF_AGG_2,1962.15,2026-05-01 17:00:00
TXN_000078,money_muling_1200_SMURF_IN_2_4,money_muling_1200_SMURF_AGG_2,519.86,2026-05-03 19:00:00
TXN_000079,money_muling_1200_SMURF_IN_2_5,money_muling_1200_SMURF_AGG_2,1500.93,2026-05-02 04:00:00
TXN_000080,money_muling_1200_SMURF_IN_2_6,money_muling_1200_SMURF_AGG_2,1231.09,2026-05-01 17:00:00
TXN_000081,money_muling_1200_SMURF_IN_2_7,money_muling_1200_SMURF_AGG_2,553.41,2026-05-02 20:00:00
TXN_000082,money_muling_1200_SMURF_IN_2_8,money_muling_1200_SMURF_AGG_2,1406.69,2026-05-02 01:00:00
TXN_000083,money_muling_1200_SMURF_IN_2_9,money_muling_1200_SMURF_AGG_2,1536.81,2026-05-03 19:00:00
TXN_000084,money_muling_1200_SMURF_IN_2_10,money_muling_1200_SMURF_AGG_2,1008.44,2026-05-01 19:00:00
TXN_000085,money_muling_1200_SMURF_IN_2_11,money_muling_1200_SMURF_AGG_2,720.2,2026-05-03 15:00:00
TXN_000086,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_0,662.98,2026-05-01 10:00:00
TXN_000087,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_1,857.76,2026-05-02 13:00:00
TXN_000088,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_2,1466.37,2026-05-04 06:00:00
TXN_000089,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_3,644.15,2026-05-02 15:00:00
TXN_000090,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_4,1600.3,2026-05-02 06:00:00
TXN_000091,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_5,758.02,2026-05-02 10:00:00
TXN_000092,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_6,1173.1,2026-05-01 14:00:00
TXN_000093,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_7,1978.45,2026-05-04 04:00:00
TXN_000094,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_8,1912.82,2026-05-04 03:00:00
TXN_000095,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_9,1820.41,2026-05-01 23:00:00
TXN_000096,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_10,1389.0,2026-05-01 11:00:00
TXN_000097,money_muling_1200_SMURF_AGG_2,money_muling_1200_SMURF_OUT_2_11,999.47,2026-05-04 03:00:00
TXN_000098,money_muling_1200_SMURF_IN_3_0,money_muling_1200_SMURF_AGG_3,1855.72,2026-05-03 23:00:00
TXN_000099,money_muling_1200_SMURF_IN_3_1,money_muling_1200_SMURF_AGG_3,1861.42,2026-05-02 00:00:00
TXN_000100,money_muling_1200_SMURF_IN_3_2,money_muling_1200_SMURF_AGG_3,665.73,2026-05-01 15:00:00
TXN_000101,money_muling_1200_SMURF_IN_3_3,money_muling_1200_SMURF_AGG_3,1172.53,2026-05-01 21:00:00
TXN_000102,money_muling_1200_SMURF_IN_3_4,money_muling_1200_SMURF_AGG_3,1990.67,2026-05-03 13:00:00
TXN_000103,money_muling_1200_SMURF_IN_3_5,money_muling_1200_SMURF_AGG_3,1630.83,2026-05-01 17:00:00
TXN_000104,money_muling_1200_SMURF_IN_3_6,money_muling_1200_SMURF_AGG_3,674.64,2026-05-04 05:00:00
TXN_000105,money_muling_1200_SMURF_IN_3_7,money_muling_1200_SMURF_AGG_3,592.72,2026-05-01 22:00:00
TXN_000106,money_muling_1200_SMURF_IN_3_8,money_muling_1200_SMURF_AGG_3,945.84,2026-05-02 16:00:00
TXN_000107,money_muling_1200_SMURF_IN_3_9,money_muling_1200_SMURF_AGG_3,748.67,2026-05-03 11:00:00
TXN_000108,money_muling_1200_SMURF_IN_3_10,money_muling_1200_SMURF_AGG_3,1483.67,2026-05-03 10:00:00
TXN_000109,money_muling_1200_SMURF_IN_3_11,money_muling_1200_SMURF_AGG_3,727.13,2026-05-03 04:00:00
TXN_000110,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_0,1545.6,2026-05-02 16:00:00
TXN_000111,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_1,957.36,2026-05-02 16:00:00
TXN_000112,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_2,1204.15,2026-05-02 11:00:00
TXN_000113,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_3,1111.96,2026-05-02 07:00:00
TXN_000114,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_4,1243.26,2026-05-04 00:00:00
TXN_000115,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_5,1888.6,2026-05-02 21:00:00
TXN_000116,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_6,1636.62,2026-05-02 10:00:00
TXN_000117,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_7,993.81,2026-05-01 14:00:00
TXN_000118,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_8,836.03,2026-05-04 05:00:00
TXN_000119,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_9,896.05,2026-05-03 10:00:00
TXN_000120,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_10,692.71,2026-05-03 09:00:00
TXN_000121,money_muling_1200_SMURF_AGG_3,money_muling_1200_SMURF_OUT_3_11,1662.41,2026-05-03 20:00:00
TXN_000122,money_muling_1200_SHELL_START_1,money_muling_1200_SHELL_MID1_1,28512.71,2026-05-06 10:00:00
TXN_000123,money_muling_1200_SHELL_MID1_1,money_muling_1200_SHELL_MID2_1,34495.27,2026-05-02 10:00:00
TXN_000124,money_muling_1200_SHELL_MID2_1,money_muling_1200_SHELL_END_1,21598.97,2026-05-06 10:00:00
TXN_000125,money_muling_1200_SHELL_START_2,money_muling_1200_SHELL_MID1_2,12744.32,2026-05-02 10:00:00
TXN_000126,money_muling_1200_SHELL_MID1_2,money_muling_1200_SHELL_MID2_2,20139.3,2026-05-02 10:00:00
TXN_000127,money_muling_1200_SHELL_MID2_2,money_muling_1200_SHELL_END_2,33565.52,2026-05-08 10:00:00
TXN_000128,money_muling_1200_SHELL_START_3,money_muling_1200_SHELL_MID1_3,11304.21,2026-05-02 10:00:00
TXN_000129,money_muling_1200_SHELL_MID1_3,money_muling_1200_SHELL_MID2_3,15953.46,2026-05-08 10:00:00
TXN_000130,money_muling_1200_SHELL_MID2_3,money_muling_1200_SHELL_END_3,11764.03,2026-05-08 10:00:00
TXN_000131,money_muling_1200_CUSTOMER_1_0,money_muling_1200_MERCHANT_1,6846.53,2026-06-29 10:00:00
TXN_000132,money_muling_1200_CUSTOMER_1_1,money_muling_1200_MERCHANT_1,6138.99,2026-05-28 10:00:00
TXN_000133,money_muling_1200_CUSTOMER_1_2,money_muling_1200_MERCHANT_1,5813.73,2026-06-21 10:00:00
TXN_000134,money_muling_1200_CUSTOMER_1_3,money_muling_1200_MERCHANT_1,6217.6,2026-05-30 10:00:00
TXN_000135,money_muling_1200_CUSTOMER_1_4,money_muling_1200_MERCHANT_1,2887.56,2026-06-23 10:00:00
TXN_000136,money_muling_1200_CUSTOMER_1_5,money_muling_1200_MERCHANT_1,6098.13,2026-06-14 10:00:00
TXN_000137,money_muling_1200_CUSTOMER_1_6,money_muling_1200_MERCHANT_1,5172.69,2026-06-25 10:00:00
TXN_000138,money_muling_1200_CUSTOMER_1_7,money_muling_1200_MERCHANT_1,3781.36,2026-06-19 10:00:00
TXN_000139,money_muling_1200_CUSTOMER_1_8,money_muling_1200_MERCHANT_1,2149.97,2026-06-13 10:00:00
TXN_000140,money_muling_1200_CUSTOMER_1_9,money_muling_1200_MERCHANT_1,4415.49,2026-06-29 10:00:00
TXN_000141,money_muling_1200_CUSTOMER_1_10,money_muling_1200_MERCHANT_1,2618.39,2026-06-27 10:00:00
TXN_000142,money_muling_1200_CUSTOMER_1_11,money_muling_1200_MERCHANT_1,7012.62,2026-05-04 10:00:00
TXN_000143,money_muling_1200_CUSTOMER_1_12,money_muling_1200_MERCHANT_1,1377.01,2026-05-08 10:00:00
TXN_000144,money_muling_1200_CUSTOMER_1_13,money_muling_1200_MERCHANT_1,5991.0,2026-05-02 10:00:00
TXN_000145,money_muling_1200_CUSTOMER_1_14,money_muling_1200_MERCHANT_1,6265.23,2026-06-02 10:00:00
TXN_000146,money_muling_1200_CUSTOMER_1_15,money_muling_1200_MERCHANT_1,3002.17,2026-06-11 10:00:00
TXN_000147,money_muling_1200_CUSTOMER_1_16,money_muling_1200_MERCHANT_1,3610.32,2026-05-20 10:00:00
TXN_000148,money_muling_1200_CUSTOMER_1_17,money_muling_1200_MERCHANT_1,1954.99,2026-06-01 10:00:00
TXN_000149,money_muling_1200_CUSTOMER_1_18,money_muling_1200_MERCHANT_1,2698.17,2026-05-10 10:00:00
TXN_000150,money_muling_1200_CUSTOMER_1_19,money_muling_1200_MERCHANT_1,6391.19,2026-06-18 10:00:00
TXN_000151,money_muling_1200_CUSTOMER_1_20,money_muling_1200_MERCHANT_1,1447.77,2026-05-08 10:00:00
TXN_000152,money_muling_1200_CUSTOMER_1_21,money_muling_1200_MERCHANT_1,5349.65,2026-06-01 10:00:00
TXN_000153,money_muling_1200_CUSTOMER_1_22,money_muling_1200_MERCHANT_1,1682.74,2026-06-05 10:00:00
TXN_000154,money_muling_1200_CUSTOMER_1_23,money_muling_1200_MERCHANT_1,1428.7,2026-06-14 10:00:00
TXN_000155,money_muling_1200_CUSTOMER_1_24,money_muling_1200_MERCHANT_1,4176.5,2026-06-23 10:00:00
TXN_000156,money_muling_1200_CUSTOMER_1_25,money_muling_1200_MERCHANT_1,3420.17,2026-05-26 10:00:00
TXN_000157,money_muling_1200_CUSTOMER_1_26,money_muling_1200_MERCHANT_1,2151.89,2026-05-06 10:00:00
TXN_000158,money_muling_1200_CUSTOMER_1_27,money_muling_1200_MERCHANT_1,4883.22,2026-05-16 10:00:00
TXN_000159,money_muling_1200_CUSTOMER_1_28,money_muling_1200_MERCHANT_1,7064.51,2026-06-25 10:00:00
TXN_000160,money_muling_1200_CUSTOMER_1_29,money_muling_1200_MERCHANT_1,7999.85,2026-06-05 10:00:00
TXN_000161,money_muling_1200_CUSTOMER_1_30,money_muling_1200_MERCHANT_1,4569.27,2026-05-28 10:00:00
TXN_000162,money_muling_1200_CUSTOMER_1_31,money_muling_1200_MERCHANT_1,6179.08,2026-06-19 10:00:00
TXN_000163,money_muling_1200_CUSTOMER_1_32,money_muling_1200_MERCHANT_1,2210.5,2026-06-15 10:00:00
TXN_000164,money_muling_1200_CUSTOMER_1_33,money_muling_1200_MERCHANT_1,1381.5,2026-06-18 10:00:00
TXN_000165,money_muling_1200_CUSTOMER_1_34,money_muling_1200_MERCHANT_1,6843.95,2026-05-08 10:00:00
TXN_000166,money_muling_1200_CUSTOMER_1_35,money_muling_1200_MERCHANT_1,1088.91,2026-05-18 10:00:00
TXN_000167,money_muling_1200_CUSTOMER_1_36,money_muling_1200_MERCHANT_1,6741.47,2026-05-12 10:00:00
TXN_000168,money_muling_1200_CUSTOMER_1_37,money_muling_1200_MERCHANT_1,4703.77,2026-06-06 10:00:00
TXN_000169,money_muling_1200_CUSTOMER_1_38,money_muling_1200_MERCHANT_1,6054.15,2026-06-04 10:00:00
TXN_000170,money_muling_1200_CUSTOMER_1_39,money_muling_1200_MERCHANT_1,4968.39,2026-06-27 10:00:00
TXN_000171,money_muling_1200_CUSTOMER_1_40,money_muling_1200_MERCHANT_1,5738.83,2026-05-17 10:00:00
TXN_000172,money_muling_1200_CUSTOMER_1_41,money_muling_1200_MERCHANT_1,4866.46,2026-06-17 10:00:00
TXN_000173,money_muling_1200_CUSTOMER_1_42,money_muling_1200_MERCHANT_1,5829.27,2026-05-14 10:00:00
TXN_000174,money_muling_1200_CUSTOMER_1_43,money_muling_1200_MERCHANT_1,1982.53,2026-06-06 10:00:00
TXN_000175,money_muling_1200_CUSTOMER_1_44,money_muling_1200_MERCHANT_1,2313.98,2026-06-01 10:00:00
TXN_000176,money_muling_1200_CUSTOMER_1_45,money_muling_1200_MERCHANT_1,1835.53,2026-05-11 10:00:00
TXN_000177,money_muling_1200_CUSTOMER_1_46,money_muling_1200_MERCHANT_1,4375.67,2026-05-21 10:00:00
TXN_000178,money_muling_1200_CUSTOMER_1_47,money_muling_1200_MERCHANT_1,2287.44,2026-05-13 10:00:00
TXN_000179,money_muling_1200_CUSTOMER_1_48,money_muling_1200_MERCHANT_1,2109.91,2026-05-29 10:00:00
TXN_000180,money_muling_1200_CUSTOMER_1_49,money_muling_1200_MERCHANT_1,4366.75,2026-05-05 10:00:00
TXN_000181,money_muling_1200_CUSTOMER_1_50,money_muling_1200_MERCHANT_1,2199.23,2026-06-22 10:00:00
TXN_000182,money_muling_1200_CUSTOMER_1_51,money_muling_1200_MERCHANT_1,7206.11,2026-06-07 10:00:00
TXN_000183,money_muling_1200_CUSTOMER_1_52,money_muling_1200_MERCHANT_1,2755.68,2026-06-13 10:00:00
TXN_000184,money_muling_1200_CUSTOMER_1_53,money_muling_1200_MERCHANT_1,1032.19,2026-05-22 10:00:00
TXN_000185,money_muling_1200_CUSTOMER_1_54,money_muling_1200_MERCHANT_1,1262.25,2026-05-19 10:00:00
TXN_000186,money_muling_1200_CUSTOMER_1_55,money_muling_1200_MERCHANT_1,2612.53,2026-06-27 10:00:00
TXN_000187,money_muling_1200_CUSTOMER_1_56,money_muling_1200_MERCHANT_1,5435.18,2026-06-17 10:00:00
TXN_000188,money_muling_1200_CUSTOMER_1_57,money_muling_1200_MERCHANT_1,7044.81,2026-05-28 10:00:00
TXN_000189,money_muling_1200_CUSTOMER_1_58,money_muling_1200_MERCHANT_1,2722.48,2026-06-26 10:00:00
TXN_000190,money_muling_1200_CUSTOMER_1_59,money_muling_1200_MERCHANT_1,2388.79,2026-05-11 10:00:00
TXN_000191,money_muling_1200_CUSTOMER_1_60,money_muling_1200_MERCHANT_1,6408.86,2026-06-08 10:00:00
TXN_000192,money_muling_1200_CUSTOMER_1_61,money_muling_1200_MERCHANT_1,3341.01,2026-06-27 10:00:00
TXN_000193,money_muling_1200_CUSTOMER_1_62,money_muling_1200_MERCHANT_1,6975.32,2026-05-26 10:00:00
TXN_000194,money_muling_1200_CUSTOMER_1_63,money_muling_1200_MERCHANT_1,3234.38,2026-06-07 10:00:00
TXN_000195,money_muling_1200_CUSTOMER_1_64,money_muling_1200_MERCHANT_1,3111.6,2026-05-20 10:00:00
TXN_000196,money_muling_1200_CUSTOMER_1_65,money_muling_1200_MERCHANT_1,4614.5,2026-05-29 10:00:00
TXN_000197,money_muling_1200_CUSTOMER_1_66,money_muling_1200_MERCHANT_1,7828.26,2026-05-12 10:00:00
TXN_000198,money_muling_1200_CUSTOMER_1_67,money_muling_1200_MERCHANT_1,5622.83,2026-05-11 10:00:00
TXN_000199,money_muling_1200_CUSTOMER_1_68,money_muling_1200_MERCHANT_1,5996.87,2026-05-02 10:00:00
TXN_000200,money_muling_1200_CUSTOMER_1_69,money_muling_1200_MERCHANT_1,3643.6,2026-06-04 10:00:00
TXN_000201,money_muling_1200_CUSTOMER_1_70,money_muling_1200_MERCHANT_1,4050.43,2026-06-27 10:00:00
TXN_000202,money_muling_1200_CUSTOMER_1_71,money_muling_1200_MERCHANT_1,6461.18,2026-05-13 10:00:00
TXN_000203,money_muling_1200_CUSTOMER_1_72,money_muling_1200_MERCHANT_1,2755.92,2026-05-30 10:00:00
TXN_000204,money_muling_1200_CUSTOMER_1_73,money_muling_1200_MERCHANT_1,4454.27,2026-06-07 10:00:00
TXN_000205,money_muling_1200_CUSTOMER_1_74,money_muling_1200_MERCHANT_1,2467.56,2026-05-08 10:00:00
TXN_000206,money_muling_1200_CUSTOMER_1_75,money_muling_1200_MERCHANT_1,1562.86,2026-06-28 10:00:00
TXN_000207,money_muling_1200_CUSTOMER_1_76,money_muling_1200_MERCHANT_1,5764.75,2026-06-26 10:00:00
TXN_000208,money_muling_1200_CUSTOMER_1_77,money_muling_1200_MERCHANT_1,3774.72,2026-06-20 10:00:00
TXN_000209,money_muling_1200_CUSTOMER_1_78,money_muling_1200_MERCHANT_1,1081.33,2026-05-13 10:00:00
TXN_000210,money_muling_1200_CUSTOMER_1_79,money_muling_1200_MERCHANT_1,5327.0,2026-06-03 10:00:00
TXN_000211,money_muling_1200_CUSTOMER_1_80,money_muling_1200_MERCHANT_1,5170.63,2026-05-27 10:00:00
TXN_000212,money_muling_1200_CUSTOMER_1_81,money_muling_1200_MERCHANT_1,1426.93,2026-06-16 10:00:00
TXN_000213,money_muling_1200_CUSTOMER_1_82,money_muling_1200_MERCHANT_1,5307.54,2026-06-10 10:00:00
TXN_000214,money_muling_1200_CUSTOMER_1_83,money_muling_1200_MERCHANT_1,1573.35,2026-05-13 10:00:00
TXN_000215,money_muling_1200_CUSTOMER_1_84,money_muling_1200_MERCHANT_1,2434.2,2026-06-28 10:00:00
TXN_000216,money_muling_1200_CUSTOMER_1_85,money_muling_1200_MERCHANT_1,4892.71,2026-06-14 10:00:00
TXN_000217,money_muling_1200_CUSTOMER_1_86,money_muling_1200_MERCHANT_1,6757.78,2026-06-21 10:00:00
TXN_000218,money_muling_1200_CUSTOMER_1_87,money_muling_1200_MERCHANT_1,1003.2,2026-06-29 10:00:00
TXN_000219,money_muling_1200_CUSTOMER_1_88,money_muling_1200_MERCHANT_1,1372.8,2026-05-25 10:00:00
TXN_000220,money_muling_1200_CUSTOMER_1_89,money_muling_1200_MERCHANT_1,7993.45,2026-06-03 10:00:00
TXN_000221,money_muling_1200_CUSTOMER_1_90,money_muling_1200_MERCHANT_1,2405.22,2026-06-26 10:00:00
TXN_000222,money_muling_1200_CUSTOMER_1_91,money_muling_1200_MERCHANT_1,5488.3,2026-06-24 10:00:00
TXN_000223,money_muling_1200_CUSTOMER_1_92,money_muling_1200_MERCHANT_1,5876.81,2026-06-01 10:00:00
